序号,企业名称,产品名称,产品型号,推荐单位,地区,批次,种类,绿色设计亮点,适用评价标准
11,江苏绿塑环境科技有限公司,PHA生物降解材料绿素·1001 P(3，4)HB树脂,PHA生物降解 材料 绿素·1001 P(3，4)HB树脂,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,江苏,1,二、可降解塑料（11种）,产品生物降解率大于60%，重金属含量符合降解塑料国家标准，单位产品废渣产生量不超过0.1吨/吨。在其全生命周期内，对化石能源消耗影响较小。nan,《生态设计产品评价规范 第2部分：可降解塑料》 （GB/T 32163.2-2015）nan
1,云南南宝生物科技有限责任公司,1.5%除虫菊素水乳剂,-,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,云南,1,三、杀虫剂（1种）,产品有效成分主要为植物提取物，产品原药和制剂毒性为低毒或微毒，土壤降解半衰期小于30天，生产过程危险废物处置率达100%。产品全生命周期内对生物和人体毒性影响较小。nan,《生态设计产品评价规范 第3部分：杀虫剂》 （GB/T 32163.3-2015）nan
1,格力电器（石家庄）有限公司,变频分体挂壁式空调器,KFR-26GW/(26594)fNhAa-A1,河北省工业和信息化厅,河北,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
2,海信（山东）空调有限公司,分体空调器,X860\X861,青岛市经济和信息化委员会,青岛,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
3,海信（山东）空调有限公司,分体空调器,Q100\Q300,青岛市经济和信息化委员会,青岛,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
4,四川长虹空调有限公司,房间空气调节器,KFR-51LW/ZDKIZ(W1-H)+A1,四川省经济和信息化委员会,四川,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
5,四川长虹空调有限公司,房间空气调节器,KFR-26GW/ZDKIZ(W1-H)+A1,四川省经济和信息化委员会,四川,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
6,四川长虹空调有限公司,房间空气调节器,KFR-35GW/ZDKIZ(W1-H)+A1,四川省经济和信息化委员会,四川,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
7,广东美的制冷设备有限公司,变频分体挂壁式空调器,KFR-26GW/BP3DN1Y-TA100(B1),绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,广东,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
8,广东美的制冷设备有限公司,变频分体挂壁式空调器,KFR-26GW/BP3DN1Y-YA100(B1),绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,广东,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
9,广东美的制冷设备有限公司,变频分体落地式空调器,KFR-51LW/BP3DN1Y-YA100(B1),绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,广东,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
10,广东美的制冷设备有限公司,变频分体落地式空调器,KFR-72LW/BP3DN1Y-YA100(B1),绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,广东,1,四、房间空气调节器（10种）,采用环保制冷剂，有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，产品能效指标达到国家能效标准1级，运行噪声较小，可再生利用率不低于80%。产品全生命周期内对臭氧层破坏影响较小。nan,《绿色设计产品评价技术规范 房间空气调节器》 （T/CAGP 0001-2016，T/CAB  0001-2016）nan
1,青岛海尔洗衣机有限公司,强力波洗衣机,C801 100U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
2,青岛海尔洗衣机有限公司,强力波洗衣机,C802 100U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
3,青岛海尔洗衣机有限公司,强力波洗衣机,C801 85U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
4,青岛海尔洗衣机有限公司,强力波洗衣机,C802 85U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
5,青岛海尔洗衣机有限公司,强力波洗衣机,MW10018BYD71U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
6,青岛海尔洗衣机有限公司,强力波洗衣机,MW8518BYD71U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
7,青岛海尔洗衣机有限公司,分区洗顶开全自动洗衣机,FMS100-B261U1,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
8,青岛海尔洗衣机有限公司,分区洗顶开全自动洗衣机,FMS100-B261U1（金）,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
9,青岛海尔滚筒洗衣机有限公司,滚筒洗干一体全自动洗衣机,C1 HDU8G5,绿色设计产品评价试点推荐（中国标准化研究院及相关行业协会）,青岛,1,五、电动洗衣机（21种）,产品能效指标达到国家能效标准能效等级1级，洗净均匀度不低于91%，洗涤噪声要求不超过62dB（A）（产品国标要求不超过72dB（A）），有害物质含量符合《电器电子产品有害物质限制使用管理办法》要求，可再生利用率不低于70%。产品节能节水，全生命周期内对气候变化影响较小。nan,《绿色设计产品评价技术规范 电动洗衣机》 （T/CAGP 0002-2016，T/CAB  0002-2016）nan
